COMPONENTE,DESCRICAO,ALIM,REGIONAL,SECCIONAL,BASE,CONJUNTO,FASE,CHAVE_PAI_ID,KVAN,KVAT_D,KVAT_N,TAP,TP_CONDUTOR,KM_TOTAL,MULT,NU,PERC_MULT,PERC_NU,CLIT,INT12M,DEC12M,FEC12M
1750,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3156701,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
100191934- X,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3163505,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ457,Instalacao Transformadora com Chave,SJO01S1,,Metropolitana,Macapá,SANTA RITA,ABC,3153182,112.5000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0002774773781,0.0001852318946
04700208,Instalacao Transformadora com  Chave,JAR01F3,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,C,3167118,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3474,Instalacao Transformadora com Chave,STN01S5,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152297,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
204529,Instalacao Transformadora (Companhia),STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3182452,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01500182,Instalacao Transformadora com Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3160801,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178758-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174609,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
10924,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174385,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00303232,Instalacao Transformadora com Chave,FTC01F3,,Metropolitana,Santana,,ABC,3156211,150.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.002133060459,0.0005996796342
00199814,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3162000,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
06905213,Instalacao Transformadora com  Chave,MD101M3,,Metropolitana,Macapá,,B,3184198,15.0000000000,,,,,,0.00000000,0.00000000,,,0,2,0.00112374091,0.0003953836945
SK742,Instalacao Transformadora com Chave,OIP01Y2,,,,OIAPOQUE,AC,3184817,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT758,Instalacao Transformadora com Chave,FTC01F5,,Metropolitana,Santana,,ABC,3179290,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100180766- X,Instalacao Transformadora com Chave,EQT01C1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3173488,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL223,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3183137,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC794,Instalacao Transformadora com  Chave,CPX01C2,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3182638,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C16563,Instalacao Transformadora com  Chave,INJ01N2,,Metropolitana,Macapá,PORTO GRANDE,C,3178895,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100179757- X,Instalacao Transformadora (Companhia),STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,B,3155997,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
107860,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3168607,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK026,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,,,SANTANA,A,3181884,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
16381,Instalacao Transformadora (Companhia),CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144130,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
14301,Instalacao Transformadora com Chave,STR01F2,,Metropolitana,Macapá,SANTA RITA,ABC,3174683,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178266- X,Instalacao Transformadora (Companhia),CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,C,3144085,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
001402,Instalacao Transformadora com Chave,EQT01Y6,AMAPÁ,,,EQUATORIAL,ABC,3182082,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00190321,Instalacao Transformadora com  Chave,STR01P9,,Metropolitana,Macapá,SANTA RITA,ABC,3159520,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01103071,Instalacao Transformadora com Chave,OIP01Y2,,Oiapoque,Oiapoque,OIAPOQUE,ABC,3145150,45.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0003370195794,8.670429107e-05
100192862- X,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,C,3164367,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
08503023,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,B,3178739,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176115- X,Instalacao Transformadora (Companhia),CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160796,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00105042,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3162000,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK430,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,C,3184756,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00160147,Estacao Transformadora com Chave,MCD01C6,,Metropolitana,Macapá,MACAPA - II,ABC,3156647,300.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL007,Instalacao Transformadora com Chave,MCD01W2,,,,MACAPA - II,ABC,3184080,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
8300357,Instalacao Transformadora com Chave,EQT01Y2,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3156546,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194411- X,Instalacao Transformadora (Companhia),STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3168572,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100867,Instalacao Transformadora com Chave,STR01P9,,Metropolitana,Macapá,SANTA RITA,ABC,3159520,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182883- X,Instalacao Transformadora (Companhia),TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3149531,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00190363,Estação Transformadora (Particular),STR01P1,,Metropolitana,Macapá,SANTA RITA,ABC,3153344,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01500154,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160791,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100172334- X,Instalacao Transformadora com  Chave,OIP01Y1,,Oiapoque,Oiapoque,OIAPOQUE,ABC,3139644,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3103712,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163659,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00941200,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3176692,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178665-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Serra do Navio,SERRA DO NAVIO,A,3184803,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178247- X,Instalacao Transformadora (Companhia),CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144091,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173412- X,Instalacao Transformadora (Companhia),TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,B,3144857,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178787-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174418,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02188504,Instalacao Transformadora com Chave,STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3155994,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
02900098,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Mazagão,SANTANA,A,3165962,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
10084215,Estacao Transformadora com Chave,CPX01C1,AMAPÁ,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174400,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100196437- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3169745,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
088_3681,Instalacao Transformadora com Chave,JAR01F4,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153793,150.0000000000,,,,,,0.00000000,0.00000000,,,0,2,0.002651306678,0.0005540619916
100176080- X,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160789,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02300125,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3183503,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
105710,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3167405,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH945,Instalacao Transformadora com Chave,MCD01C1,,,,MACAPA - II,ABC,3161565,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173772- X,Instalacao Transformadora (Companhia),CPX01C1,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3144335,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101881,Instalacao Transformadora com Chave,EQT01C2,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3173227,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SD173,Instalacao Transformadora com Chave,FTC01F2,,,,,ABC,3156218,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG917,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3174763,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100150,Instalacao Transformadora com Chave,STR01P5,,Metropolitana,Macapá,SANTA RITA,ABC,3181352,150.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0005391996256,0.000190395348
QT548,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3176809,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
458627,Instalacao Transformadora com  Chave,CEN09F1,,Porto Grande,Porto Grande,,A,3179759,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
15056620,Instalacao Transformadora com  Chave,CEN09F1,,Porto Grande,Ferreira Gomes,,B,3183508,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100396,Instalacao Transformadora com Chave,STR01F2,,Metropolitana,Macapá,SANTA RITA,ABC,3180053,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
05100567,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3164534,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182722- X,Instalacao Transformadora com Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3149397,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
050X,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3184615,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176063- X,Instalacao Transformadora com  Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3183349,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00103480,Instalacao Transformadora com Chave,STR01P2,,Metropolitana,Macapá,SANTA RITA,ABC,3172937,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01700091,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3146641,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
30757,Instalacao Transformadora com Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,ABC,3173211,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
123-X,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144155,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C27867,Instalacao Transformadora com  Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3158866,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00390679,Instalacao Transformadora com  Chave,FTC01F1,,Metropolitana,Santana,,ABC,3184768,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100181258- X,Instalacao Transformadora com  Chave,MD101M3,,Metropolitana,Macapá,,B,3156965,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ981,Instalacao Transformadora com Chave,STN01S5,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152332,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01788877,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3179642,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100188363- X,Instalacao Transformadora com  Chave,INJ01N1,,Laranjal do Jari,Vitória do Jari,PORTO GRANDE,ABC,3159313,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C18423,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,A,3184414,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
30070094,Estação Transformadora (Particular),EQT01Y3,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3155491,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01703113,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,C,3184786,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
589730,Instalacao Transformadora com  Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,C,3176982,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00303011,Instalacao Transformadora (Companhia),STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3181225,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ847,Instalacao Transformadora com Chave,STN01S8,AMAPÁ,,,SANTANA,ABC,3150137,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
00390269,Instalacao Transformadora (Companhia),STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3171982,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101894,Instalacao Transformadora com Chave,STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3159104,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
1008075,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3184477,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU447,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3173066,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00288529,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3170314,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01700118,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,C,3146794,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
83003396,Instalacao Transformadora com Chave,EQT01Y2,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3174731,75.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0002435464007,9.256799723e-05
00190527,Instalacao Transformadora (Companhia),STR01P3,,Metropolitana,Santana,SANTA RITA,B,3159883,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
04700079,Instalacao Transformadora com Chave,JAR01F4,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153793,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU227,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3176809,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00203009,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3170376,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3130213,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3182727,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100202320- X,Instalacao Transformadora com Chave,PTG01P1,,Porto Grande,Porto Grande,PORTO GRANDE,A,3167434,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189921,Instalacao Transformadora com Chave,STR01P5,,Metropolitana,Macapá,SANTA RITA,ABC,3158555,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU516,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3174898,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK984,Instalacao Transformadora com Chave,MCD01W3,,,,MACAPA - II,ABC,3163716,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
16572,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3173117,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH879,Instalacao Transformadora com  Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3185173,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC394,Instalacao Transformadora com Chave,STR01F1,,Metropolitana,Macapá,SANTA RITA,ABC,3181514,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00940440,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3176962,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178827-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Serra do Navio,SERRA DO NAVIO,B,3174289,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100172889- X,Instalacao Transformadora com Chave,AMP01Y2,AMAPÁ,Tartarugalzinho,Amapá,AMAPA,B,3146023,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00944785,Instalacao Transformadora com Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,ABC,3175211,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG874,Instalacao Transformadora com Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3179065,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
07700048,Instalacao Transformadora com Chave,FTC01F2,,Metropolitana,Santana,,ABC,3183135,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT922,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3162001,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG580,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3161961,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00300737,Instalacao Transformadora (Companhia),FTC01F3,,Metropolitana,Santana,,ABC,3184567,150.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.002464713684,0.000625720661
100173894- X,Instalacao Transformadora (Companhia),PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3146658,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176848- X,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152707,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
10011,Instalacao Transformadora com Chave,CPX01C1,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3167031,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
10121,Instalacao Transformadora com Chave,CPX01C1,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3167347,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ299,Instalacao Transformadora com  Chave,SNV01N1,,,,SERRA DO NAVIO,A,3185348,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178937-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174247,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL219,Instalacao Transformadora com  Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3173266,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
T5677980,Estacao Transformadora com Chave,STR01F5,,Metropolitana,Macapá,SANTA RITA,ABC,3175819,300.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178762-X,Estacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3174276,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
07900229,Instalacao Transformadora com Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3178302,15.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0002459524956,1.578743794e-05
R6553,Instalacao Transformadora com Chave,PTG01P3,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3173028,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00900005,Instalacao Transformadora com Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,ABC,3144003,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00104693,Instalacao Transformadora com Chave,MCD01W3,,Metropolitana,Macapá,MACAPA - II,ABC,3163716,75.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0002447394208,7.083630124e-05
02300051,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Mazagão,SANTANA,ABC,3168116,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173423- X,Instalacao Transformadora com Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,C,3144753,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182635- X,Instalacao Transformadora (Companhia),STN01S3,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3156127,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
03003013,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Pracuúba,TARTARUGALZINHO,A,3149392,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197480- X,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Porto Grande,Porto Grande,SANTANA,B,3170356,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3104983,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163690,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ516,Instalacao Transformadora com  Chave,OIP01Y2,,,,OIAPOQUE,AC,3184310,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C27270,Estacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3169786,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT332,Instalacao Transformadora com Chave,STN01S2,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3179895,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00100436,Instalacao Transformadora com Chave,SJO01S7,,Metropolitana,Macapá,SANTA RITA,ABC,3178694,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100182993- X,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3149396,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173392- X,Instalacao Transformadora com  Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,C,3144770,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
491168,Estação Transformadora (Particular),EQT01C8,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3177204,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH906,Instalacao Transformadora com Chave,MCD01C5,,,,MACAPA - II,ABC,3184824,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL013,Instalacao Transformadora com Chave,TRV09L1,AMAPÁ,,,CALCOENE,ABC,3185200,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
16539,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144009,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173324- X,Instalacao Transformadora com Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,ABC,3182394,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C26355,Instalacao Transformadora com  Chave,SJO01S7,,Metropolitana,Macapá,SANTA RITA,ABC,3158334,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
05100568,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3164534,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
953395,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,,,SANTANA,B,3182888,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
50140602,Instalacao Transformadora com  Chave,CPX01C2,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3182587,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
953407,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,,,SANTANA,A,3183334,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS277,Instalacao Transformadora com Chave,EQT01Y1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3184916,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
055X,Instalacao Transformadora com Chave,STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3159071,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189283,Instalacao Transformadora com  Chave,MCD01W1,,Metropolitana,Macapá,MACAPA - II,ABC,3172708,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
86243,Instalacao Transformadora com Chave,MCD01C7,,Metropolitana,Macapá,MACAPA - II,ABC,3178719,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
16386,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3143995,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02100042,Instalacao Transformadora com Chave,MCD01C6,,Metropolitana,Macapá,MACAPA - II,ABC,3177113,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
