COMPONENTE,DESCRICAO,ALIM,REGIONAL,SECCIONAL,BASE,CONJUNTO,FASE,CHAVE_PAI_ID,KVAN,KVAT_D,KVAT_N,TAP,TP_CONDUTOR,KM_TOTAL,MULT,NU,PERC_MULT,PERC_NU,CLIT,INT12M,DEC12M,FEC12M
100179487- X,Instalacao Transformadora com Chave,STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,A,3155763,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100190345- X,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3161942,15.0000000000,,,,,,0.00000000,0.00000000,,,0,1,9.793118647e-05,1.967675035e-05
333R,Instalacao Transformadora com Chave,SNV01N3,,Porto Grande,Serra do Navio,SERRA DO NAVIO,A,3174168,10.0000000000,10.0000000000,10.0000000000,,,,0.00000000,0.00000000,,,0,,,
30768,Instalacao Transformadora com Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,ABC,3173211,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
0106203,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,B,3177606,3.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
04700047,Instalacao Transformadora com Chave,JAR01F3,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153726,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
486827,Instalacao Transformadora (Companhia),STR01P3,,Metropolitana,Macapá,SANTA RITA,A,3184256,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189282,Instalacao Transformadora com  Chave,SJO01S5,,Metropolitana,Macapá,SANTA RITA,ABC,3182352,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194627- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Mazagão,SANTANA,A,3168099,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00503041,Instalacao Transformadora com  Chave,AMP01Y2,AMAPÁ,Tartarugalzinho,Amapá,AMAPA,B,3146003,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
089X,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3146786,30.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199240,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3184892,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
88918711,Instalacao Transformadora com Chave,CEN09F1,,Porto Grande,Porto Grande,,ABC,3179759,225.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
27414,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,B,3173401,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173228-X,Instalacao Transformadora com Chave,SNV01N3,,Porto Grande,Serra do Navio,SERRA DO NAVIO,A,3174134,5.0000000000,5.0000000000,5.0000000000,,,,0.00000000,0.00000000,,,0,,,
QT612,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3174606,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT613,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3174607,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
15337,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152358,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
133208,Instalacao Transformadora (Companhia),EQT01Y4,AMAPÁ,,,EQUATORIAL,ABC,3166868,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
54053135,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152349,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
03104959,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163482,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00103241,Instalacao Transformadora (Companhia),EQT01Y1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3153485,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
166841,Estação Transformadora (Particular),TTG01Y2,,,,TARTARUGALZINHO,ABC,3177226,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SC665,Instalacao Transformadora com  Chave,INJ01N3,,,,PORTO GRANDE,A,3183683,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194513- X,Instalacao Transformadora (Companhia),STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,B,3171540,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02103050,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3168297,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG971,Instalacao Transformadora com Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3176302,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197006- X,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3168610,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL016,Instalacao Transformadora com Chave,TRV09L1,AMAPÁ,,,CALCOENE,ABC,3185198,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
376X,Instalacao Transformadora com Chave,SJO01S4,,Metropolitana,Macapá,SANTA RITA,ABC,3161360,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
SD194,Instalacao Transformadora com Chave,FTC01F2,,,,,ABC,3185226,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100188313- X,Instalacao Transformadora com  Chave,INJ01N1,,Laranjal do Jari,Vitória do Jari,PORTO GRANDE,B,3159426,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU613,Instalacao Transformadora com Chave,STR01P3,,Metropolitana,Macapá,SANTA RITA,ABC,3175962,45.0000000000,,,,,,0.00000000,0.00000000,,,0,2,0.0003930888101,0.0001025435271
C18101,Instalacao Transformadora (Companhia),TTG01Y2,,Tartarugalzinho,Amapá,TARTARUGALZINHO,A,3149702,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100175881- X,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160840,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
4729,Instalacao Transformadora com  Chave,STN01S5,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3172677,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C20678,Instalacao Transformadora com Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3160577,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
14067,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3184840,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3256,Instalacao Transformadora com Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3157393,45.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0001316638896,4.427165085e-05
92149628,Instalacao Transformadora com Chave,FTC01F2,,Metropolitana,Santana,,B,3177361,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101168,Instalacao Transformadora com  Chave,SJO01S7,,Metropolitana,Macapá,SANTA RITA,ABC,3178694,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178721-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174173,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
13622600,Estacao Transformadora com Chave,EQT01C4,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3156558,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178580-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3173727,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
06900026,Instalacao Transformadora com Chave,MD101M3,,Metropolitana,Macapá,,B,3182674,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SI391,Instalacao Transformadora com Chave,SJO01S2,,Metropolitana,Macapá,SANTA RITA,ABC,3173710,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178964-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174408,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK504,Instalacao Transformadora com Chave,FTC01F2,,,,,ABC,3184629,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C18060,Instalacao Transformadora com Chave,TTG01Y2,,Tartarugalzinho,Pracuúba,TARTARUGALZINHO,A,3148583,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173371- X,Instalacao Transformadora com  Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144772,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK823,Instalacao Transformadora com Chave,EQT01C7,AMAPÁ,,,EQUATORIAL,ABC,3183939,30.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
83006480,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,ABC,3177603,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
105035,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,C,3181767,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU356,Instalacao Transformadora com  Chave,EQT01Y5,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3179172,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
545028,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3177502,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00900044,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,C,3144087,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100190310- X,Instalacao Transformadora com Chave,MCD01C7,,Metropolitana,Macapá,MACAPA - II,ABC,3162068,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
04700080,Instalacao Transformadora com  Chave,STN01S3,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3181747,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197751- X,Instalacao Transformadora (Companhia),STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3171307,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178668-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Serra do Navio,SERRA DO NAVIO,B,3183583,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C25694,Instalacao Transformadora com  Chave,STR01F1,,Metropolitana,Macapá,SANTA RITA,ABC,3185065,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00300984,Instalacao Transformadora com Chave,FTC01F2,,Metropolitana,Santana,,ABC,3156291,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU034,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3184102,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
545775,Instalacao Transformadora com  Chave,EQT01Y6,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,C,3181582,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
2293,Instalacao Transformadora com Chave,MCD01C5,,Metropolitana,Macapá,MACAPA - II,ABC,3156697,150.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.00205861969,0.0006479759806
00012267,Estação Transformadora (Particular),FTC01F1,,Metropolitana,Santana,,ABC,3172513,300.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199617,Instalacao Transformadora (Companhia),STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3169868,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SK831,Instalacao Transformadora com Chave,STR01F2,,,,SANTA RITA,ABC,3185046,30.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100188356- X,Instalacao Transformadora com  Chave,INJ01N1,,Laranjal do Jari,Vitória do Jari,PORTO GRANDE,C,3159266,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
19224,Instalacao Transformadora com Chave,RIP09P1,,Metropolitana,Mazagão,SANTANA,ABC,3167279,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199833,Instalacao Transformadora com  Chave,MCD01W2,,Metropolitana,Macapá,MACAPA - II,ABC,3173141,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00305229,Estacao Transformadora com Chave,FTC01F3,,Metropolitana,Santana,,ABC,3156301,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100173391- X,Estacao Transformadora com Chave,TRV09L1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144789,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00199626,Estacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3176976,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C20068,Estacao Transformadora com Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3160577,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
14161120,Estacao Transformadora com Chave,EQT01C4,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3180859,500.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197460- X,Instalacao Transformadora com  Chave,STN01S3,AMAPÁ,Metropolitana,Santana,SANTANA,A,3182677,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178905-X,Instalacao Transformadora com  Chave,CPX01C1,AMAPÁ,Porto Grande,Pedra Branca,SERRA DO NAVIO,B,3185212,10.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.000372244763,1.967675035e-05
100178592-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174399,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
102633,Instalacao Transformadora com  Chave,PTG01P1,,Porto Grande,Ferreira Gomes,PORTO GRANDE,B,3147393,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00104096,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3169636,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
03105064,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,B,3163470,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG614,Instalacao Transformadora com Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3182711,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00102193,Instalacao Transformadora com Chave,STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3182031,75.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0005912921687,0.0002133088632
431X,Instalacao Transformadora com Chave,MCD01W1,,Metropolitana,Macapá,MACAPA - II,ABC,3161078,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100184258- X,Instalacao Transformadora com  Chave,AMP01Y2,AMAPÁ,Tartarugalzinho,Amapá,AMAPA,B,3146026,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02300293,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Mazagão,SANTANA,A,3168101,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
10099577,Instalacao Transformadora com  Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3178685,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
4471000,Estação Transformadora (Particular),JAR01F3,AMAPÁ,Metropolitana,Macapá,LARANJAL DO JARI,ABC,3153704,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
12282,Instalacao Transformadora com Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,A,3174902,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
1217,Instalacao Transformadora com Chave,EQT01Y4,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3175555,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194461- X,Instalacao Transformadora (Companhia),STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3168709,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176830- X,Instalacao Transformadora com Chave,STN01S7,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3152750,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
54053845,Instalacao Transformadora com  Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3172730,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00390677,Estação Transformadora (Particular),FTC01F3,,Metropolitana,Santana,,ABC,3152530,150.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00102244,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3183066,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176083- X,Instalacao Transformadora com  Chave,CEN01C3,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3160645,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100177958- X,Instalacao Transformadora (Companhia),PTG01P1,,Porto Grande,Ferreira Gomes,PORTO GRANDE,A,3147410,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00303329,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,AB,3171380,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
11503890,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3178769,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100202092- X,Instalacao Transformadora com Chave,STN01W3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3169791,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
07103023,Instalacao Transformadora com Chave,INJ01N2,,Metropolitana,Macapá,PORTO GRANDE,ABC,3174838,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
027_3586,Instalacao Transformadora com Chave,PTG01P3,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3146209,75.0000000000,,,,,,0.00000000,0.00000000,,,0,1,0.0005500997592,0.000333191859
00199926,Estacao Transformadora com Chave,STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3159072,300.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00160133,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3169642,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH942,Instalacao Transformadora com Chave,MCD01C1,,,,MACAPA - II,ABC,3184850,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
07700097,Instalacao Transformadora com  Chave,FTC01F2,,Metropolitana,Santana,,C,3156296,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00189890,Instalacao Transformadora com  Chave,STR01P9,,Metropolitana,Macapá,SANTA RITA,ABC,3159523,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178327- X,Instalacao Transformadora (Companhia),CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,C,3144061,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178729-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174404,5.0000000000,5.0000000000,5.0000000000,,,,0.00000000,0.00000000,,,0,,,
QU549,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3161967,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QT456,Instalacao Transformadora com Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,A,3146641,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100184763- X,Instalacao Transformadora com  Chave,STR01P6,,Metropolitana,Macapá,SANTA RITA,ABC,3185176,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100197556- X,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3168608,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02300010,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,B,3179249,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG755,Instalacao Transformadora com Chave,PTG01P1,,Porto Grande,Porto Grande,PORTO GRANDE,ABC,3177141,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100194355- X,Instalacao Transformadora com Chave,STN01S6,AMAPÁ,Metropolitana,Santana,SANTANA,A,3173084,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
01703044,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3179642,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00101555,Instalacao Transformadora com Chave,SJO01S7,,Metropolitana,Macapá,SANTA RITA,ABC,3183943,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178774-X,Instalacao Transformadora com  Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,A,3174173,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
105642,Instalacao Transformadora (Companhia),TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3167374,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU473,Instalacao Transformadora com Chave,INJ01N3,,,,PORTO GRANDE,A,3164614,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00301508,Instalacao Transformadora com Chave,STN01S3,AMAPÁ,Metropolitana,Macapá,SANTANA,ABC,3172180,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C16437,Instalacao Transformadora com  Chave,INJ01N3,,Metropolitana,Macapá,PORTO GRANDE,B,3164363,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RR722,Instalacao Transformadora com Chave,EQT01Y1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3184008,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100191862- X,Instalacao Transformadora (Companhia),MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163630,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178282- X,Instalacao Transformadora com  Chave,CAL01C1,AMAPÁ,Tartarugalzinho,Calçoene,CALCOENE,A,3144115,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
105652,Instalacao Transformadora com Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3168274,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00390698,Estacao Transformadora com Chave,STN01S8,AMAPÁ,Metropolitana,Santana,SANTANA,ABC,3150202,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C16549,Instalacao Transformadora com Chave,INJ01N2,,Metropolitana,Macapá,PORTO GRANDE,B,3178350,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SH936,Instalacao Transformadora com Chave,MCD01C1,,,,MACAPA - II,ABC,3185053,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00920754,Instalacao Transformadora com  Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,B,3163701,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SL150,Instalacao Transformadora com Chave,FTC01F3,,,,,ABC,3184930,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00942715,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3177516,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
02100406,Instalacao Transformadora (Companhia),STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,A,3155872,37.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
RG803,Instalacao Transformadora com Chave,CPX01C1,AMAPÁ,Porto Grande,Porto Grande,SERRA DO NAVIO,B,3144241,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100176125- X,Instalacao Transformadora com  Chave,CEN01C3,,Tartarugalzinho,Tartarugal,PORTO GRANDE,A,3160840,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00102385,Instalacao Transformadora com Chave,STR01P1,,Metropolitana,Macapá,SANTA RITA,ABC,3153283,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
03101707,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,ABC,3163418,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01703127,Instalacao Transformadora (Companhia),PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,B,3146562,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
103617,Instalacao Transformadora (Companhia),STR01P3,,Metropolitana,Macapá,SANTA RITA,A,3159815,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
QU590,Instalacao Transformadora com  Chave,STN01S4,AMAPÁ,Metropolitana,Santana,SANTANA,A,3155771,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00190247,Instalacao Transformadora com  Chave,SJO01S6,,Metropolitana,Macapá,SANTA RITA,ABC,3179105,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
0106727,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,A,3182569,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00109635,Instalacao Transformadora com  Chave,STN01S6,AMAPÁ,Metropolitana,Macapá,SANTANA,B,3170298,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
946555,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3180543,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
C26060,Instalacao Transformadora com Chave,SJO01S3,,Metropolitana,Macapá,SANTA RITA,ABC,3157954,112.5000000000,,,,,,0.00000000,0.00000000,,,0,,,
01703079,Instalacao Transformadora com  Chave,PTG01P2,,Porto Grande,Porto Grande,PORTO GRANDE,C,3147660,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
100178562-X,Instalacao Transformadora com Chave,SNV01N1,,Porto Grande,Pedra Branca,SERRA DO NAVIO,B,3174319,25.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
00190369,Instalacao Transformadora com Chave,MCD01C2,,Metropolitana,Macapá,MACAPA - II,ABC,3178587,75.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
3115885,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,C,3172360,10.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
1134130,Instalacao Transformadora com Chave,MCD01W4,,Metropolitana,Macapá,MACAPA - II,A,3163666,15.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
RS282,Instalacao Transformadora com Chave,EQT01Y1,AMAPÁ,Metropolitana,Macapá,EQUATORIAL,ABC,3184916,45.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
SJ991,Instalacao Transformadora com Chave,RIP09P1,,,,SANTANA,AC,3184164,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
946572,Instalacao Transformadora com  Chave,TTG01Y1,,Tartarugalzinho,Tartarugal,TARTARUGALZINHO,B,3180544,5.0000000000,,,,,,0.00000000,0.00000000,,,0,,,
