INSTALACAO_ID,COMPONENTE,DESCRICAO,ALIM,REGIONAL,SECCIONAL,BASE,CONJUNTO,FASE,CHAVE_PAI_ID,KVAN,KVAT_D,KVAT_N,TAP,TP_CONDUTOR,KM_TOTAL,MULT,NU,PERC_MULT,PERC_NU,CLIT,SOBRECARGA,INT12M,DEC12M,FEC12M
1265598.0000000000,116869,Instalacao Transformadora com Chave,PMIY8,CENTRO,SANTANA DO IPANEMA,CACIMBINHAS,,ABC,1119746.0000000000,30.0000000000,,,,3X#35(35) MULT,0.02300000,0.02300000,0.00000000,100.00,0.00,1,0.033333,,,
1164219.0000000000,15459,Instalacao Transformadora com Chave,MBDY4,CENTRO,RIO LARGO,ATALAIA,MARIBONDO,AC,1163653.0000000000,15.0000000000,,,,1X#4(4)2C AWG CA,1.05564000,0.00000000,1.05564000,0.00,100.00,2,0.133333,,,
1260653.0000000000,1109847,Instalacao Transformadora com Chave,SSOY2,SERTAO,ARAPIRACA,JUNQUEIRO,SÃO SEBASTIÃO,ABC,1210870.0000000000,45.0000000000,,,,3X#70(70) MULT,0.61814000,0.56240000,0.00000000,90.98,0.00,5,0.111111,,,
1197754.0000000000,83403,Instalacao Transformadora com Chave,SDIY2,SERTAO,SANTANA DO IPANEMA,SANTANA DO IPANEMA,SANTANA DO IPANEMA,B,1197873.0000000000,10.0000000000,,,,0X#(4) AWG CA,1.08029000,0.43111000,0.64918000,39.91,60.09,13,1.300000,1,8.672817838e-06,7.986020109e-06
1263886.0000000000,1177990,Instalacao Transformadora com Chave,PMIY1,CENTRO,PALMEIRA DOS ÍNDIOS,QUEBRANGULO,PALMEIRA DOS ÍNDIOS,ABC,1172621.0000000000,45.0000000000,,,,3X#35(35) MULT,0.03300000,0.03300000,0.00000000,100.00,0.00,1,0.022222,,,
1160835.0000000000,11217,Instalacao Transformadora com Chave,CPLY4,COD RIO LARGO,RIO LARGO,CAPELA,CAPELA,A,1160649.0000000000,5.0000000000,,,,1X#4(4) AWG CU,0.29569000,0.00000000,0.29569000,0.00,100.00,4,0.800000,,,
1091212.0000000000,100152036X,Instalacao Transformadora com Chave,PDAY2,CENTRO,SANTANA DO IPANEMA,PÃO DE AÇUCAR,PÃO DE AÇÚCAR,A,1091213.0000000000,10.0000000000,10.0000000000,10.0000000000,,2X#4(4) AWG CU,0.04564000,0.00000000,0.04564000,0.00,100.00,1,0.100000,,,
1141300.0000000000,44620,Instalacao Transformadora com Chave,VISY5,CENTRO,RIO LARGO,CHA PRETA,VIÇOSA,BC,1141296.0000000000,15.0000000000,,,,1X#4(4) AWG CU,0.80103000,0.00000000,0.80103000,0.00,100.00,8,0.533333,,,
1044182.0000000000,23221,Instalacao Transformadora com Chave,INPY4,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,PIRANHAS,INHAPI,B,1044285.0000000000,15.0000000000,,,,2X#35(35) MULT,1.63001000,0.28172000,1.34829000,17.28,82.72,14,0.933333,,,
1223379.0000000000,1140108,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,CARNEIROS,OLHO D' ÁGUA DAS FLORES,B,1097113.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#35(35) MULT,0.11840000,0.11840000,0.00000000,100.00,0.00,3,0.300000,,,
1018170.0000000000,05225,Instalacao Transformadora com Chave,CZAY1,METROPOLITANA,MACEIO II,PINHEIRO,CRUZ DAS ALMAS,ABC,1018119.0000000000,75.0000000000,75.0000000000,75.0000000000,,3X#70(70) MULT,2.03500000,0.04600000,0.00000000,2.26,0.00,52,0.693333,,,
1149784.0000000000,57336,Instalacao Transformadora com Chave,MBDY2,CENTRO,RIO LARGO,MAR VERMELHO,MARIBONDO,A,1149755.0000000000,10.0000000000,,,,1X#4(4)4C AWG CA,0.76955000,0.00000000,0.76955000,0.00,100.00,6,0.600000,,,
1252354.0000000000,1128981,Instalacao Transformadora com Chave,CRAC1,CENTRO,ARAPIRACA,CRAÍBAS,ARAPIRACA I,A,1252350.0000000000,15.0000000000,,,,1X#35(35) MULT,0.09593000,0.09593000,0.00000000,100.00,0.00,1,0.066667,,,
1091320.0000000000,36320,Instalacao Transformadora com Chave,PDAY2,CENTRO,SANTANA DO IPANEMA,PÃO DE AÇUCAR,PÃO DE AÇÚCAR,ABC,1091319.0000000000,30.0000000000,,,,3X#4(4) AWG CU,0.17605000,0.14400000,0.03205000,81.79,18.21,2,0.066667,,,
1021160.0000000000,03379,Instalacao Transformadora com Chave,SRRY1,CENTRO,MACEIO II,PINHEIRO,PINHEIRO,ABC,1021092.0000000000,112.5000000000,112.5000000000,112.5000000000,,0X#(54) CA,0.43346000,0.12496000,0.30850000,28.83,71.17,6,0.053333,,,
1084575.0000000000,29966,Instalacao Transformadora com Chave,CPEY1,SERTAO,PENEDO,PENEDO,CORURIPE,B,1084111.0000000000,15.0000000000,,,,1X#4(4) AWG CU,1.17703000,0.00000000,1.14762000,0.00,97.50,13,0.866667,,,
1146299.0000000000,09639,Instalacao Transformadora com Chave,MCIY1,COD PALMEIRA DOS INDIOS,UNIÃO DOS PALMARES,BRANQUINHA,MURICI,ABC,1146295.0000000000,30.0000000000,,,,1X#1/0(4)4C AWG CA,1.30661000,0.03227000,1.27434000,2.47,97.53,8,0.266667,2,4.799539476e-05,7.250059632e-06
1177340.0000000000,81227,Instalacao Transformadora com Chave,PMIY1,CENTRO,PALMEIRA DOS ÍNDIOS,QUEBRANGULO,PALMEIRA DOS ÍNDIOS,A,1138513.0000000000,15.0000000000,,,,1X#25(25) MULT,0.12300000,0.12300000,0.00000000,100.00,0.00,3,0.200000,1,2.7764412e-05,1e-06
1066405.0000000000,19711,Instalacao Transformadora com Chave,GIPY3,CENTRO,ARAPIRACA,GIRAU DO PONCIANO,ARAPIRACA II,A,1066441.0000000000,5.0000000000,,,,1X#4(4) AWG CU,0.66329000,0.00000000,0.66329000,0.00,100.00,10,2.000000,,,
1037636.0000000000,16846,Instalacao Transformadora com Chave,CDCC3,CENTRO,MATRIZ DE CAMARAGIBE,PORTO DE PEDRAS,MATRIZ DE CAMARAGIBE,B,1037853.0000000000,15.0000000000,,,,1X#4(4) AWG CU,0.56587000,0.00000000,0.53970000,0.00,95.38,8,0.533333,1,3.94887186e-05,4.352812897e-06
1034259.0000000000,12985,Estação Transformadora (Particular),MTCY3,NORTE,MATRIZ DE CAMARAGIBE,SÃO MIGUEL DOS MILAGRES,MATRIZ DE CAMARAGIBE,AC,1034217.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.06603000,0.00000000,0.06603000,0.00,100.00,1,0.100000,,,
1195911.0000000000,83714,Instalacao Transformadora com Chave,DMGY2,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,DELMIRO GOUVEIA,DELMIRO GOUVEIA,A,1195910.0000000000,10.0000000000,,,,1X#25(25) MULT,0.93729000,0.93729000,0.00000000,100.00,0.00,4,0.400000,2,3.558746849e-06,1.438369625e-06
1056261.0000000000,27203,Instalacao Transformadora com Chave,INPY1,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,MATA GRANDE,INHAPI,AC,1056257.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.98866000,0.00000000,1.98866000,0.00,100.00,14,1.400000,,,
1251651.0000000000,69004312,Instalacao Transformadora com  Chave,ARDM9,SERTAO,ARAPIRACA,ARAPIRACA I,ARAPIRACA II,ABC,1218899.0000000000,30.0000000000,,,,3X#35(35) MULT,0.08500000,0.08500000,0.00000000,100.00,0.00,1,0.033333,,,
1149279.0000000000,22008,Instalacao Transformadora com Chave,CRAC3,CENTRO,ARAPIRACA,CRAÍBAS,ARAPIRACA I,C,1149337.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.19462000,0.00000000,1.19462000,0.00,100.00,9,0.900000,1,0.0001605009024,5.02712132e-06
1090144.0000000000,36430,Instalacao Transformadora com Chave,SBRY2,CENTRO,PENEDO,SÃO BRÁS,SÃO BRAZ,AC,1090196.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.51839000,0.00000000,0.51839000,0.00,100.00,5,0.500000,,,
1116191.0000000000,52582,Instalacao Transformadora com Chave,SDIY1,SERTAO,SANTANA DO IPANEMA,SANTANA DO IPANEMA,SANTANA DO IPANEMA,A,1116181.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#4(4) AWG CU,1.12274000,0.00000000,1.12274000,0.00,100.00,4,0.400000,,,
1168004.0000000000,81450,Instalacao Transformadora com Chave,MTBY5,SERTAO,PENEDO,PENEDO,MARITUBA,C,1213062.0000000000,10.0000000000,,,,1X#25(25) MULT,1.41034000,0.01508000,1.39526000,1.07,98.93,7,0.700000,,,
1017030.0000000000,03763,Instalacao Transformadora com Chave,CTOY5,METROPOLITANA,MACEIO II,PINHEIRO,CENTRO,ABC,1087759.0000000000,150.0000000000,,,,0X#(13)CU,0.34410000,0.14439000,0.00979000,41.96,2.85,17,0.113333,,,
1165673.0000000000,48016,Instalacao Transformadora com Chave,PEPY1,COD PENEDO,ARAPIRACA,TEOTONIO VILELA,PERI-PERI,B,1165448.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.42606000,0.00000000,0.42606000,0.00,100.00,4,0.400000,1,3.88815396e-06,1.449721835e-06
1241131.0000000000,440049T1,Instalacao Transformadora com Chave,PCVY4,SERTAO,UNIÃO DOS PALMARES,JUNDIÁ,PORTO CALVO,A,1036886.0000000000,10.0000000000,,,,1X#35(35) MULT,0.12300000,0.12300000,0.00000000,100.00,0.00,3,0.300000,,,
1164968.0000000000,26028,Instalacao Transformadora com Chave,ARPY5,SERTAO,ARAPIRACA,ARAPIRACA I,ARAPIRACA I,AC,1165053.0000000000,15.0000000000,,,,1X#4(4) AWG CU,2.00353000,0.00000000,2.00353000,0.00,100.00,22,1.466667,,,
1056614.0000000000,27466,Instalacao Transformadora com Chave,INPY2,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,MATA GRANDE,INHAPI,A,1071460.0000000000,10.0000000000,,,,0X#(4) AWG CA,1.05474000,0.20507000,0.84967000,19.44,80.56,7,0.700000,,,
1268591.0000000000,1202839,Instalacao Transformadora com Chave,DMGY4,COD DELMIRO GOLVEIA,,,DELMIRO GOUVEIA,A,1259583.0000000000,37.0000000000,,,,1X#35(35) MULT,0.88599000,0.88599000,0.00000000,100.00,0.00,10,0.270270,1,1.592196969e-05,6.366241378e-06
1173021.0000000000,41521,Instalacao Transformadora com Chave,PMIY6,CENTRO,PALMEIRA DOS ÍNDIOS,PALMEIRA DOS INDIOS,PALMEIRA DOS ÍNDIOS,ABC,1173020.0000000000,15.0000000000,,,,3X#35(35) MULT,0.59917000,0.59917000,0.00000000,100.00,0.00,21,1.400000,,,
1044208.0000000000,23267,Instalacao Transformadora com Chave,INPY4,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,ÁGUA BRANCA,INHAPI,B,1044209.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#4(4) AWG CU,0.68419000,0.00000000,0.68419000,0.00,100.00,9,0.900000,1,2.741401562e-05,4.352812897e-06
1180162.0000000000,82083,Instalacao Transformadora com Chave,GIPY2,CENTRO,ARAPIRACA,CAMPO GRANDE,S¿O BRAZ,B,1180163.0000000000,10.0000000000,,,,1X#25(25) MULT,0.09600000,0.09600000,0.00000000,100.00,0.00,3,0.300000,,,
1069041.0000000000,25055,Instalacao Transformadora com Chave,INPY2,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,CANAPI,INHAPI,B,1069039.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.53981000,0.00000000,1.53981000,0.00,100.00,10,1.000000,,,
1163135.0000000000,13449,Instalacao Transformadora com Chave,ARDM8,SERTAO,ARAPIRACA,ARAPIRACA I,ARAPIRACA II,A,1162994.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.25178000,0.00000000,0.25178000,0.00,100.00,5,0.500000,,,
1059668.0000000000,18141,Instalacao Transformadora com Chave,INPY4,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,ÁGUA BRANCA,INHAPI,A,1212068.0000000000,10.0000000000,,,,1X#4(4) AWG CA,1.31983000,0.00000000,1.30173000,0.00,98.63,9,0.900000,,,
1135962.0000000000,55511,Instalacao Transformadora com Chave,CRAC2,CENTRO,PALMEIRA DOS ÍNDIOS,IGACÍ,PALMEIRA DOS ¿NDIOS,AC,1135947.0000000000,10.0000000000,,,,1X#25(25) MULT,1.32175000,0.39800000,0.92375000,30.11,69.89,24,2.400000,,,
1099431.0000000000,30696,Instalacao Transformadora com Chave,MTBY2,SERTAO,PENEDO,IGREJA NOVA,MARITUBA,A,1099430.0000000000,15.0000000000,,,,0X#(4) AWG CA,1.37167000,0.00000000,1.37167000,0.00,100.00,24,1.600000,,,
1097306.0000000000,32151,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,SENADOR RUI PALMEIRA,OLHO D' ÁGUA DAS FLORES,C,1097304.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.20814000,0.00000000,1.03914000,0.00,86.01,7,0.700000,,,
1146297.0000000000,09640,Instalacao Transformadora com Chave,MCIY1,COD PALMEIRA DOS INDIOS,UNIÃO DOS PALMARES,BRANQUINHA,MURICI,ABC,1146295.0000000000,45.0000000000,45.0000000000,45.0000000000,,1X#25(25) MULT,1.13116000,0.16631000,0.96485000,14.70,85.30,10,0.222222,2,8.610330448e-05,1.371350133e-05
1210062.0000000000,100134800X,Instalacao Transformadora com Chave,INPY4,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,PIRANHAS,INHAPI,A,1210002.0000000000,10.0000000000,,,,1X#35(35) MULT,0.82536000,0.82536000,0.00000000,100.00,0.00,9,0.900000,,,
1098002.0000000000,32988,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,SÃO JOSÉ DA TAPERA,OLHO D' ÁGUA DAS FLORES,C,1098324.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.15523000,0.00000000,1.10745000,0.00,95.86,9,0.900000,,,
1215309.0000000000,1121103,Instalacao Transformadora com Chave,CZAY8,METROPOLITANA,MACEIO II,PINHEIRO,CRUZ DAS ALMAS,ABC,1271530.0000000000,225.0000000000,225.0000000000,225.0000000000,,3X#1X25(25) MULT,2.71656000,2.71656000,0.00000000,100.00,0.00,66,0.293333,,,
1216320.0000000000,100193322X,Instalacao Transformadora com Chave,CPTY4,COD PALMEIRA DOS INDIOS,UNIÃO DOS PALMARES,NOVO LINO,CAMPESTRE,A,1216321.0000000000,15.0000000000,,,,1X#4(4) AWG CA,0.46678000,0.00000000,0.46678000,0.00,100.00,1,0.066667,,,
1092687.0000000000,34267,Instalacao Transformadora com Chave,JDHY1,CENTRO,SANTANA DO IPANEMA,JACARÉ DOS HOMENS,JACARÉ DOS HOMENS,B,1092686.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.03381000,0.00000000,0.03381000,0.00,100.00,1,0.100000,,,
1115550.0000000000,45801,Instalacao Transformadora com Chave,UPMY7,CENTRO,UNIÃO DOS PALMARES,SAO JOSE DA LAGE,UNIÃO DOS PALMARES,ABC,1115872.0000000000,75.0000000000,,,,0X#(4) AWG CA,0.43259000,0.21078000,0.22181000,48.73,51.27,3,0.040000,,,
1009210.0000000000,02871,Instalacao Transformadora com Chave,TBMY6,METROPOLITANA,MACEIO II,PINHEIRO,TABULEIRO DOS MARTINS,ABC,1009202.0000000000,75.0000000000,,,,1X#13(25) CU,0.38207000,0.00000000,0.35307000,0.00,92.41,3,0.040000,,,
1056924.0000000000,27786,Instalacao Transformadora com Chave,INPY1,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,MATA GRANDE,INHAPI,C,1056925.0000000000,15.0000000000,,,,1X#4(4) AWG CU,0.66297000,0.00000000,0.64582000,0.00,97.41,8,0.533333,,,
1119717.0000000000,57416,Instalacao Transformadora com Chave,PMIY4,CENTRO,PALMEIRA DOS ÍNDIOS,PALMEIRA DOS INDIOS,PALMEIRA DOS ÍNDIOS,A,1119716.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.61536000,0.00000000,0.61536000,0.00,100.00,11,1.100000,,,
1117567.0000000000,52512,Instalacao Transformadora com Chave,SDIY7,SERTAO,SANTANA DO IPANEMA,SENADOR RUI PALMEIRA,,C,1117564.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.78944000,0.00000000,0.78944000,0.00,100.00,8,0.800000,1,9.493800797e-05,4.321256621e-06
1128864.0000000000,50848,Instalacao Transformadora com Chave,SDIY3,SERTAO,SANTANA DO IPANEMA,OLIVENÇA,SANTANA DO IPANEMA,AC,1127966.0000000000,15.0000000000,,,,1X#4(4) AWG CU,1.63734000,0.00000000,1.63734000,0.00,100.00,7,0.466667,,,
1034184.0000000000,12910,Instalacao Transformadora com  Chave,MTCY3,NORTE,MATRIZ DE CAMARAGIBE,SÃO MIGUEL DOS MILAGRES,MATRIZ DE CAMARAGIBE,ABC,1216509.0000000000,15.0000000000,,,,2X#4(4) AWG CU,0.14249000,0.00000000,0.14249000,0.00,100.00,1,0.066667,,,
1116852.0000000000,51498,Instalacao Transformadora com Chave,INPY2,COD DELMIRO GOLVEIA,SANTANA DO IPANEMA,OURO BRANCO,INHAPI,C,1258712.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.03172000,0.00000000,0.03172000,0.00,100.00,1,0.100000,,,
1143331.0000000000,47397,Instalacao Transformadora (Companhia),UPMY1,CENTRO,UNIÃO DOS PALMARES,JOAQUIM GOMES,UNIÃO DOS PALMARES,C,1143326.0000000000,15.0000000000,,,,1X#4(4)2C AWG CA,0.25244000,0.00000000,0.25244000,0.00,100.00,3,0.200000,,,
1038987.0000000000,17908,Instalacao Transformadora com Chave,MGIY2,SERTAO,MATRIZ DE CAMARAGIBE,MARAGOGI,MARAGOGI,A,1038986.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#4(4) AWG CU,0.32201000,0.00000000,0.29619000,0.00,91.98,5,0.500000,,,
1070479.0000000000,22390,Instalacao Transformadora com Chave,MTCY4,NORTE,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE,A,1070477.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#4(4) AWG CU,0.38536000,0.00000000,0.33344000,0.00,86.53,4,0.400000,,,
1018201.0000000000,05306,Instalacao Transformadora com Chave,SRRY5,CENTRO,MACEIO II,PINHEIRO,,ABC,1017973.0000000000,45.0000000000,,,,1X#4(4) AWG CU,0.67574000,0.00000000,0.49794000,0.00,73.69,9,0.200000,4,0.0001041676477,2.155797041e-05
1097601.0000000000,32577,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,SENADOR RUI PALMEIRA,OLHO D' ÁGUA DAS FLORES,C,1259794.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.30039000,0.00000000,0.30039000,0.00,100.00,3,0.300000,1,7.84661822e-06,2.154480566e-06
1115422.0000000000,46692,Instalacao Transformadora com Chave,UPMY7,CENTRO,UNIÃO DOS PALMARES,SAO JOSE DA LAGE,UNIÃO DOS PALMARES,C,1115615.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.88230000,0.00000000,0.88230000,0.00,100.00,4,0.400000,,,
1135732.0000000000,55319,Instalacao Transformadora com Chave,CRAC2,CENTRO,PALMEIRA DOS ÍNDIOS,IGACÍ,PALMEIRA DOS ¿NDIOS,A,1135728.0000000000,15.0000000000,,,,0X#(4) AWG CA,0.76304000,0.00000000,0.76304000,0.00,100.00,11,0.733333,1,1.709777203e-05,7.202094369e-06
1094599.0000000000,35546,Instalacao Transformadora com Chave,JDHY6,CENTRO,SANTANA DO IPANEMA,CACIMBINHAS,JACARÉ DOS HOMENS,C,1094598.0000000000,15.0000000000,,,,1X#4(4) AWG CU,1.93181000,0.00000000,1.89008000,0.00,97.84,13,0.866667,,,
1175648.0000000000,80584,Instalacao Transformadora com Chave,INPY3,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,INHAPI,INHAPI,A,1175650.0000000000,10.0000000000,,,,1X#1X25(25) MULT,0.37400000,0.37400000,0.00000000,100.00,0.00,3,0.300000,,,
1225449.0000000000,1012922X,Instalacao Transformadora com Chave,MTCY3,NORTE,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE,ABC,1034256.0000000000,45.0000000000,45.0000000000,45.0000000000,,3X#70(70) MULT,0.02656000,0.02656000,0.00000000,100.00,0.00,1,0.022222,,,
1109574.0000000000,53600,Instalacao Transformadora com Chave,PMIY2,CENTRO,PALMEIRA DOS ÍNDIOS,PALMEIRA DOS INDIOS,PALMEIRA DOS ÍNDIOS,AC,1109433.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.68229000,0.00000000,0.68229000,0.00,100.00,5,0.500000,,,
1122501.0000000000,43660,Instalacao Transformadora com Chave,CPTY3,COD PALMEIRA DOS INDIOS,UNIÃO DOS PALMARES,COLONIA LEOPOLDINA,CAMPESTRE,A,1122299.0000000000,10.0000000000,10.0000000000,10.0000000000,,2X#4(4) AWG CU,0.06602000,0.00000000,0.06602000,0.00,100.00,1,0.100000,,,
1120710.0000000000,54597,Instalacao Transformadora com Chave,PMIY8,CENTRO,PALMEIRA DOS ÍNDIOS,ESTRELA DE ALAGOAS,,B,1120705.0000000000,10.0000000000,,,,1X#4(4)4C AWG CA,1.03297000,0.00000000,1.03297000,0.00,100.00,9,0.900000,,,
1174678.0000000000,52642,Instalacao Transformadora com Chave,SSOY4,SERTAO,PENEDO,IGREJA NOVA,SÃO SEBASTIÃO,A,1174677.0000000000,15.0000000000,,,,1X#4(4) AWG CU,0.23100000,0.00000000,0.23100000,0.00,100.00,1,0.066667,,,
1066290.0000000000,19527,Instalacao Transformadora com Chave,GIPY4,CENTRO,ARAPIRACA,LAGOA DA CANOA,ARAPIRACA II,ABC,1066289.0000000000,30.0000000000,30.0000000000,30.0000000000,,3X#70(70) MULT,0.04399000,0.04399000,0.00000000,100.00,0.00,2,0.066667,,,
1097664.0000000000,32600,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,SENADOR RUI PALMEIRA,OLHO D' ÁGUA DAS FLORES,A,1097658.0000000000,15.0000000000,,,,1X#4(4) AWG CU,1.52283000,0.00000000,1.52283000,0.00,100.00,6,0.400000,,,
1070436.0000000000,22347,Instalacao Transformadora com Chave,MTCY4,NORTE,UNIÃO DOS PALMARES,JOAQUIM GOMES,MATRIZ DE CAMARAGIBE,C,1070435.0000000000,5.0000000000,5.0000000000,5.0000000000,,1X#4(4) AWG CU,0.04559000,0.00000000,0.04559000,0.00,100.00,1,0.200000,,,
1044179.0000000000,23218,Instalacao Transformadora com Chave,INPY4,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,PIRANHAS,INHAPI,B,1044221.0000000000,5.0000000000,,,,1X#4(4) AWG CU,0.16556000,0.00000000,0.16556000,0.00,100.00,2,0.400000,,,
1115857.0000000000,100183112X,Instalacao Transformadora com Chave,UPMY5,CENTRO,UNIÃO DOS PALMARES,IBATEGUARA,UNIÃO DOS PALMARES,A,1115929.0000000000,10.0000000000,,,,1X#35(35) MULT,0.07283000,0.07283000,0.00000000,100.00,0.00,3,0.300000,,,
1061865.0000000000,13218,Instalacao Transformadora com Chave,ZBUC1,CENTRO,DELMIRO GOUVEIA,DELMIRO GOUVEIA,DELMIRO GOUVEIA,ABC,1061814.0000000000,45.0000000000,,,,1X#4(4) AWG CU,0.87227000,0.00000000,0.87227000,0.00,100.00,5,0.111111,,,
1233732.0000000000,1003429,Instalacao Transformadora com Chave,INPY1,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,MATA GRANDE,INHAPI,ABC,1057098.0000000000,45.0000000000,,,,3X#4(4) AWG CA,0.20445000,0.02657000,0.14454000,13.00,70.70,4,0.088889,,,
1091667.0000000000,36864,Instalacao Transformadora com Chave,SBRY5,CENTRO,PENEDO,OLHO DÁGUA GRANDE,SÃO BRAZ,A,1091668.0000000000,5.0000000000,,,,1X#4(4) AWG CU,0.54735000,0.00000000,0.54735000,0.00,100.00,3,0.600000,,,
1068705.0000000000,24397,Instalacao Transformadora com Chave,INPY2,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,CANAPI,INHAPI,B,1068777.0000000000,10.0000000000,,,,1X#4(4) AWG CU,1.33324000,0.00000000,1.33324000,0.00,100.00,0,0.000000,,,
1244934.0000000000,5120078,Instalacao Transformadora com Chave,INPY2,COD DELMIRO GOLVEIA,SANTANA DO IPANEMA,OURO BRANCO,INHAPI,C,1117301.0000000000,15.0000000000,,,,0X#(4) AWG CA,1.11944000,0.15949000,0.95995000,14.25,85.75,5,0.333333,,,
1128475.0000000000,50368,Instalacao Transformadora com Chave,SDIY2,SERTAO,SANTANA DO IPANEMA,SANTANA DO IPANEMA,SANTANA DO IPANEMA,C,1152011.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.82584000,0.00000000,0.82584000,0.00,100.00,7,0.700000,,,
1237870.0000000000,1002112,Instalacao Transformadora com Chave,XNGY1,SERTAO,DELMIRO GOUVEIA,PIRANHAS,XINGÓ,A,1237869.0000000000,10.0000000000,,,,1X#35(35) MULT,0.39764000,0.39764000,0.00000000,100.00,0.00,2,0.200000,,,
1139730.0000000000,56381,Instalacao Transformadora com Chave,VISY1,CENTRO,RIO LARGO,VICOSA,VIÇOSA,ABC,1139813.0000000000,30.0000000000,,,,1X#4(4) AWG CA,0.26223000,0.00000000,0.26223000,0.00,100.00,0,0.000000,1,1.222115507e-06,7.248609173e-07
1143308.0000000000,47372,Instalacao Transformadora com Chave,UPMY1,CENTRO,UNIÃO DOS PALMARES,UNIÃO DOS PALMARES,UNIÃO DOS PALMARES,B,1143306.0000000000,10.0000000000,10.0000000000,10.0000000000,,1X#4(4) AWG CU,0.73822000,0.00000000,0.73822000,0.00,100.00,2,0.200000,,,
1271186.0000000000,430104676,Instalacao Transformadora com Chave,JDHY6,CENTRO,,,JACARÉ DOS HOMENS,B,1166571.0000000000,15.0000000000,,,,1X#35(35) MULT,0.33400000,0.33400000,0.00000000,100.00,0.00,0,0.000000,,,
1162287.0000000000,1136259DUPLIC,Instalacao Transformadora com Chave,ARDM1,SERTAO,ARAPIRACA,JUNQUEIRO,ARAPIRACA II,ABC,1161707.0000000000,45.0000000000,,,,3X#4(4)4C AWG CA,0.08147000,0.00000000,0.08147000,0.00,100.00,3,0.066667,,,
1095012.0000000000,33294,Instalacao Transformadora com Chave,ODFY1,CENTRO,SANTANA DO IPANEMA,SÃO JOSÉ DA TAPERA,OLHO D' ÁGUA DAS FLORES,B,1095013.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.84094000,0.00000000,0.81398000,0.00,96.79,7,0.700000,,,
1254646.0000000000,1029819,Instalacao Transformadora com Chave,INPY1,COD DELMIRO GOLVEIA,DELMIRO GOUVEIA,ÁGUA BRANCA,INHAPI,B,1254645.0000000000,10.0000000000,,,,1X#35(35) MULT,0.23000000,0.23000000,0.00000000,100.00,0.00,1,0.100000,,,
1097001.0000000000,31976,Instalacao Transformadora com Chave,ODFY4,CENTRO,SANTANA DO IPANEMA,SÃO JOSÉ DA TAPERA,OLHO D' ÁGUA DAS FLORES,B,1210676.0000000000,10.0000000000,,,,1X#4(4) AWG CU,0.13392000,0.00000000,0.11357000,0.00,84.80,1,0.100000,,,
1232635.0000000000,01221925,Instalacao Transformadora com Chave,JGMY1,SERTAO,UNIÃO DOS PALMARES,JOAQUIM GOMES,JOAQUIM GOMES,A,1044621.0000000000,15.0000000000,,,,1X#35(35) MULT,0.07513000,0.07513000,0.00000000,100.00,0.00,1,0.066667,,,
