PLANO,ORDEM_INSP,SEAL,N_COMP_INSP,TIPO_COMP_INSP,CLASSE,FATOR_PRIOR,REGIONAL,SECCIONAL,TIPO_INSP,DATA_PROG,MES_PROG,BASE_REG,SUM,MES_PROG_NUM,TENSAO,BASE_REG_2,ORDEM_MAN,EMPRESA,PDF_CONS,INDEX,FATOR_PRIOR_CONSOLIDADO,SUPERINTENDENCIA,CONJUNTO,KM_TOTAL
BAIXA TENSÃO,6000951457,TRA-2,216037121,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037121,216037121-BT-MAI-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,TRAMANDAI,0.828
RAMAL,6001114516,PAL7-730,149001922,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001922,149001922-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 7,1.414
RAMAL,6001114516,PAL7-730,149001922,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001922,149001922-RM-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 7,1.414
RAMAL,6000931994,QUI-4,156000563,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000563,156000563-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,QUINTA,9.898
RAMAL,6000910650,SLO-3,188000429,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000429,188000429-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.264
RAMAL,6000910650,SLO-3,188000429,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000429,188000429-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.264
RAMAL,6000999506,MDE-9,149005433,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005433,149005433-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,1.414
BAIXA TENSÃO,6000896502,UPME-4,145001130,,SC,REINCIDÊNCIAS PLANTÃO,SUL,BAGÉ,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,145001130,145001130-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,UTE PRESIDENTE MEDICI,1.004
RAMAL,6000931167,VIA 1-14,230000787,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,230000787,230000787-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VIAMAO 1,1.294
RAMAL,6000910702,SLO-2,188000228,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000228,188000228-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.861
RAMAL,6000910702,SLO-2,188000228,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,23 kV,2025,SIM,RIO GRANDE DO SUL,188000228,188000228-RM-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.861
BAIXA TENSÃO,6000897413,MDE-5,149005532,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005532,149005532-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MENINO DEUS,0.83
BAIXA TENSÃO,6001055681,MDE-5,149005532,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005532,149005532-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,0.83
BAIXA TENSÃO,6000897413,MDE-5,149005532,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149005532,149005532-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,MENINO DEUS,0.83
BAIXA TENSÃO,6001055681,MDE-5,149005532,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149005532,149005532-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,MENINO DEUS,0.83
BAIXA TENSÃO,6000896406,PEL1-101,144000751,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000751,144000751-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 1,3.271
BAIXA TENSÃO,6000896406,PEL1-101,144000751,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144000751,144000751-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 1,3.271
ALIMENTADOR,6000931135,CHA2-1,CHA2-1,,B,CLASSE,NORTE,GUAÍBA,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,CHA21,CHA21-AL-ABR-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,CHARQUEADAS 2,6.061
ALIMENTADOR,6000931220,CHA2-1,CHA2-1,,B,CLASSE,NORTE,GUAÍBA,TERMO T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,CHA21,CHA21-AL-ABR-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,CHARQUEADAS 2,6.061
ALIMENTADOR,6001112836,CHA2-1,CHA2-1,,B,CLASSE,NORTE,GUAÍBA,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,CHA21,CHA21-AL-NOV-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,CHARQUEADAS 2,6.061
BAIXA TENSÃO,6000896068,CPV-3,139500106,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,GUAÍBA,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,139500106,139500106-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,AREAL,0.948
BAIXA TENSÃO,6000930026,ATS-3,103349184,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103349184,103349184-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,ATLANTIDA SUL,0.743
BAIXA TENSÃO,6000897486,PAL12-128,149010625,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149010625,149010625-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 12,0.83
RAMAL,6001003048,CSN-4,156000510,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000510,156000510-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CASSINO,2.078
RAMAL,6000932022,RGR1-11,156000037,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000037,156000037-RM-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RIO GRANDE 1,1.802
BAIXA TENSÃO,6000879447,PEL5-512,144000918,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000918,144000918-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
BAIXA TENSÃO,6000879447,PEL5-512,144000918,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000918,144000918-BT-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,3.264
BAIXA TENSÃO,6000896158,PAL7-712,149009047,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149009047,149009047-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 7,1.414
BAIXA TENSÃO,6000896158,PAL7-712,149009047,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,PORTO ALEGRE,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,149009047,149009047-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PORTO ALEGRE 7,1.414
RAMAL,6000898040,CSN-4,156000235,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156000235,156000235-RM-FEV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CASSINO,4.333
RAMAL,6000978203,MOS-2,125001359,,C2,REGIONAL,NORTE,OSÓRIO,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,125001359,125001359-RM-JUN-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,MOSTARDAS,7.652
RAMAL,6001085133,JGR-3,110000431,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,110000431,110000431-RM-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,JAGUARAO,1.32
BAIXA TENSÃO,6001081099,TRA-5,103349346,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,103349346,103349346-BT-OUT-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000929375,PEL2-213,144000587,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000587,144000587-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6000929375,PEL2-213,144000587,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000587,144000587-BT-ABR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,3.264
BAIXA TENSÃO,6001139794,SLO-1,188000021,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,23 kV,2025,SIM,RIO GRANDE DO SUL,188000021,188000021-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.236
BAIXA TENSÃO,6001139794,SLO-1,188000021,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,23 kV,2025,SIM,RIO GRANDE DO SUL,188000021,188000021-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,1.236
RAMAL,6001002815,TAR-5,124400642,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,124400642,124400642-RM-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TERRA DE AREIA,1.893
RAMAL,6000952210,PAL04-43,149000380,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000380,149000380-RM-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 4 - CENTRO 2,0.788
RAMAL,6000896902,PEL5-512,144000764,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 5,0.91
RAMAL,6001142944,PEL5-512,144000764,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.91
RAMAL,6001142945,PEL5-512,144000764,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.91
RAMAL,6000896902,PEL5-512,144000764,,C2,REGIONAL,SUL,PELOTAS,GERAL T1,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-FEV-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PELOTAS 5,0.91
RAMAL,6001142944,PEL5-512,144000764,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.91
RAMAL,6001142945,PEL5-512,144000764,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000764,144000764-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 5,0.91
BAIXA TENSÃO,6000931493,PAL2-210,149001889,,SC,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001889,149001889-BT-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 2,0.83
BAIXA TENSÃO,6000931493,PAL2-210,149001889,,SC,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149001889,149001889-BT-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 2,0.83
ALIMENTADOR,6001082665,ALV-4,ALV-4,,C2,CLASSE,NORTE,PORTO ALEGRE,GERAL T1,2025-10-01,OUT,ANO ANTERIOR,1,10,23 kV,2025,SIM,RIO GRANDE DO SUL,ALV4,ALV4-AL-OUT-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,ALVORADA,2.293
RAMAL,6000979251,VAS-3,211000557,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-06-01,JUN,ANO ANTERIOR,1,6,23 kV,2025,SIM,RIO GRANDE DO SUL,211000557,211000557-RM-JUN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,VASCONCELOS,1.595
BAIXA TENSÃO,6001055387,CSN-2,156003493,,C2,HIERARQUIA,SUL,RIO GRANDE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,156003493,156003493-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CASSINO,1.088
ALIMENTADOR,6000877678,CPV-2,CPV-2,,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-01-01,JAN,ANO ANTERIOR,1,1,23 kV,2025,NÃO,RIO GRANDE DO SUL,CPV2,CPV2-AL-JAN-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,AREAL,18.371
ALIMENTADOR,6000931208,CPV-2,CPV-2,,C1,CLASSE,NORTE,GUAÍBA,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,CPV2,CPV2-AL-ABR-GT1-ANO ANTERIOR,CLASSE,EQTL-RS,AREAL,18.371
ALIMENTADOR,6000931187,CPV-2,CPV-2,,C1,CLASSE,NORTE,GUAÍBA,TERMO T1,2025-04-01,ABR,ANO ANTERIOR,1,4,23 kV,2025,SIM,RIO GRANDE DO SUL,CPV2,CPV2-AL-ABR-TG1-ANO ANTERIOR,CLASSE,EQTL-RS,AREAL,18.371
ALIMENTADOR,6001112865,CPV-2,CPV-2,,C1,CLASSE,NORTE,GUAÍBA,PATRUL,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,CPV2,CPV2-AL-NOV-PTL-ANO ANTERIOR,CLASSE,EQTL-RS,AREAL,18.371
BAIXA TENSÃO,6000909505,PEL2-212,144000868,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000868,144000868-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,1.082
BAIXA TENSÃO,6000909505,PEL2-212,144000868,,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000868,144000868-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 2,1.082
BAIXA TENSÃO,6001112545,CGU-8,146001937,,C2,HIERARQUIA,SUL,CANGUÇU,GERAL T1,2025-11-01,NOV,ANO ANTERIOR,1,11,23 kV,2025,SIM,RIO GRANDE DO SUL,146001937,146001937-BT-NOV-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,CANGUCU,0.739
RAMAL,6001056648,RIN-09,149002176,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002176,149002176-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.414
RAMAL,6001056648,RIN-09,149002176,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149002176,149002176-RM-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,1.414
BAIXA TENSÃO,6001002917,TRA-9,216037044,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,216037044,216037044-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TRAMANDAI,0.828
BAIXA TENSÃO,6000897517,PMR-2,136547268,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,136547268,136547268-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PALMARES DO SUL,0.67
BAIXA TENSÃO,6000968582,QUI-1,156004389,,C2,EQUIPE TAT,SUL,RIO GRANDE,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,156004389,156004389-BT-MAI-GT1-ANO ANTERIOR,EQUIPE TAT,EQTL-RS,QUINTA,0.732
BAIXA TENSÃO,6001001926,SLO-1,188000001,,C2,HIERARQUIA,SUL,CAMAQUÃ,GERAL T1,2025-07-01,JUL,ANO ANTERIOR,1,7,23 kV,2025,SIM,RIO GRANDE DO SUL,188000001,188000001-BT-JUL-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,SAO LOURENCO DO SUL,0.959
BAIXA TENSÃO,4105720195,RIN-12,149007260,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007260,149007260-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6001073863,RIN-12,149007260,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-09-01,SET,ANO ANTERIOR,1,9,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149007260,149007260-BT-SET-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,RINCAO,0.83
BAIXA TENSÃO,6000909757,PAL12-1212,149008140,,C2,HIERARQUIA,NORTE,PORTO ALEGRE,GERAL T1,2025-03-01,MAR,ANO ANTERIOR,1,3,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149008140,149008140-BT-MAR-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PORTO ALEGRE 12,0.617
BAIXA TENSÃO,6000896110,OSO1-16,135031015,,SC,REINCIDÊNCIAS PLANTÃO,NORTE,OSÓRIO,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,23 kV,2025,NÃO,RIO GRANDE DO SUL,135031015,135031015-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,OSORIO 1,0.828
BAIXA TENSÃO,6000896490,PEL5-510,144020366,,SC,REINCIDÊNCIAS PLANTÃO,SUL,PELOTAS,PATRUL,2025-02-01,FEV,ANO ANTERIOR,1,2,"13,8 kV",2025,NÃO,RIO GRANDE DO SUL,144020366,144020366-BT-FEV-PTL-ANO ANTERIOR,REINCIDÊNCIAS PLANTÃO,EQTL-RS,PELOTAS 5,0.646
BAIXA TENSÃO,6001138709,PEL1-103,144000209,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000209,144000209-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,0.535
RAMAL,6001138745,MRE-02,144000209,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,23 kV,2025,SIM,RIO GRANDE DO SUL,144000209,144000209-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,0.535
BAIXA TENSÃO,6001138709,PEL1-103,144000209,Instalacao Transformadora com Chave,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,144000209,144000209-BT-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 1,0.535
RAMAL,6001138745,MRE-02,144000209,Base Fusível,C2,HIERARQUIA,SUL,PELOTAS,GERAL T1,2025-12-01,DEZ,ANO ANTERIOR,1,12,23 kV,2025,SIM,RIO GRANDE DO SUL,144000209,144000209-RM-DEZ-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,PELOTAS 3,0.535
BAIXA TENSÃO,6000951396,TAR-2,214354146,,C2,HIERARQUIA,NORTE,OSÓRIO,GERAL T1,2025-05-01,MAI,ANO ANTERIOR,1,5,23 kV,2025,SIM,RIO GRANDE DO SUL,214354146,214354146-BT-MAI-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,TERRA DE AREIA,1.257
RAMAL,6000931445,PAL13-131,149000996,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000996,149000996-RM-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 13,0.83
RAMAL,6000931445,PAL13-131,149000996,,C2,REGIONAL,NORTE,PORTO ALEGRE,GERAL T1,2025-04-01,ABR,ANO ANTERIOR,1,4,"13,8 kV",2025,SIM,RIO GRANDE DO SUL,149000996,149000996-RM-ABR-GT1-ANO ANTERIOR,REGIONAL,EQTL-RS,PORTO ALEGRE 13,0.83
ALIMENTADOR,6001036996,GUA-14,GUA-14,COMPLEMENTO,C2,HIERARQUIA,NORTE,GUAÍBA,GERAL T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,GUA14,GUA14-AL-AGO-GT1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,GUAIBA,5.078
ALIMENTADOR,6001037053,GUA-14,GUA-14,COMPLEMENTO,C2,HIERARQUIA,NORTE,GUAÍBA,TERMO T1,2025-08-01,AGO,ANO ANTERIOR,1,8,23 kV,2025,SIM,RIO GRANDE DO SUL,GUA14,GUA14-AL-AGO-TG1-ANO ANTERIOR,HIERARQUIA,EQTL-RS,GUAIBA,5.078
